m-3AAr: e-9999 
m-5AAr: e-6 
m-4AC: o-9 
m-6AA: o-13 
m26AG: e1 e60 
m7AEr: e5 o-45 
m-21AF: e11 e42 
R-5m-10AG: e15 o-9 
m-11AD: e23 e-9999 
m-10ABr: e35 o-4 
m-3AD: e35 e-17 
m-18AC: e36 e22 
m-33ACr: e9999 e17 o37 
m-12AFr: e9999 e29 e0 
m2ABr: e9999 e58 e39 
m8AA: e1 e23 e8 
m0ABr: e1 e23 o11 
m15AD: e1 e38 e26 
R12m26AG: o1 o39 o12 
L15m26AG: e1 e56 e-30 
m-13AAr: e4 e9999 e20 
m-8AA: e4 e9999 e24 
m-13AD: e5 o-17 e-28 
R-9m7AEr: e5 e-30 o4 
R-8m7AEr: e5 e-32 e15 
L-17m7AEr: e5 e-38 e7 
L-1m7AEr: e5 e-50 e-51 
m6AE: o-7 o-11 e-8 
m0AA: o-7 o-11 o-13 
m2AC: o-7 o-29 o-53 
m-2ABr: e15 e2 e9999 
m-7AF: e15 e2 e5 
m-7ACr: e15 e2 o1 
L-12m2AC: o19 o32 e26 
L-41m-20ABr: e19 e33 e55 
m-16AC: e19 e33 e-5 
m9AAr: e19 o29 o14 
m-5AB: e19 o29 o38 
L-25m-2AC: e19 o33 o-29 
L-25m10AFr: e19 o33 o-33 
L-25m-6AA: e19 o33 o-45 
L-25m6AFr: e19 o33 e-54 
m-13ACr: e23 e13 e9999 
m-21AAr: e23 e26 o-15 
m-1AD: e24 e24 e13 
m2AA: e24 e24 o-6 
m-14AG: e26 e-9999 e4 
m-20AA: e26 e-26 e15 
m-18ADr: e26 e36 e28 
m-23AEr: e26 e36 e35 
m-12ABr: e26 e36 e56 
m-10AC: e29 e19 e4 
m-3AF: e29 e19 e-4 
m-12ADr: e29 e23 e9 
m-8ABr: e29 e28 e9999 
m-6AC: e29 o2 o7 
R-8m-6AC: e29 o-14 o-39 
m-2AE: e29 e-25 e33 
m-4AA: e32 e8 e15 
m4AE: e33 o32 e21 
m3AF: e33 o32 e23 
m9AGr: e35 e-2 e-16 
R-4m-6ADr: o35 e-3 o-5 
m6AG: e35 o-3 o17 
L-14m-4AC: o35 e-8 e-17 
m-16AG: e35 o-12 e9999 
m1AF: e36 e30 e1 
m-5AF: e38 e-9999 o0 
L-1m-23CAr: o1 o-10 o5 o32 o6 
L-1m-30CA: o1 o-10 o5 o32 o15 
L-1m-25CAr: o1 o-10 o5 o32 o20 
L-12m0CG: o1 o-10 o21 o32 o0 
R3m4CBr: o1 o-10 o32 e3 o-4 
R3m-3CAr: o1 o-10 o32 e3 o15 
R-10m-5CF: o1 e-19 e-5 o-32 o-12 
R-11m-5CF: o1 e-19 o8 e-27 e-1 
L-43m-5CF: o1 e-19 o8 o-38 e-29 
R-12m-5CF: o1 e-19 o8 e-2 o16 
R-17m-9CGr: o1 e-19 e-19 o3 o0 
R-7m-20CC: o1 e-19 e-19 o17 o-21 
R-7m-17CCr: o1 e-19 e-19 o24 o-9999 
R-7m-24CE: o1 e-19 e-19 o38 e-46 
R-7m-28CBr: o1 e-19 e-19 o40 e-21 
R-7m-18CBr: o1 e-19 e-19 o43 o50 
R-21m-9CGr: o1 e-19 e-21 o-32 o3 
R-1m-12CDr: o1 e-19 o29 e9999 o1 
R-1m-39CCr: o1 e-19 o29 e35 o-24 
R-1m-25CD: o1 e-19 o29 e40 o-9999 
L-6m-5CB: o1 e-19 o-32 o-3 o4 
L-6m-12CA: o1 e-19 o-32 o-3 e-15 
L0m12CC: o1 e-27 e-23 o1 o8 
L0m-5CCr: o1 e-27 e-23 o1 o48 
L0m4CFr: o1 e-27 e-23 o1 o56 
L0m-2CC: o1 e-27 e-23 e-1 o-9999 
L0m5CCr: o1 e-27 e-23 o5 o9999 
L0m-3CAr: o1 e-27 e-23 o5 o50 
L0m-3CCr: o1 e-27 e-23 o5 o59 
L0m0CBr: o1 e-27 o-24 o25 o0 
L0m1CCr: o1 e-27 o-24 o25 o-2 
L0m7CCr: o1 e-27 o-24 o25 e-4 
L0m-11CCr: o1 e-27 o-24 o33 o-7 
L0m-1CAr: o1 e-27 o-24 o34 e-7 
L0m5CEr: o1 e-27 o-24 o38 o6 
L0m-9CEr: o1 e-27 o-24 o38 o19 
L0m1CEr: o1 e-27 o-24 o41 o-9999 
L0m2CDr: o1 e-27 o-24 o41 o21 
L0m5CD: o1 e-27 o-24 o50 o9 
L0m-2CDr: o1 e-27 o-24 o50 o40 
L0m1CB: o1 e-27 o-24 o56 e-9999 
L0m3CB: o1 e-27 o-24 o56 o30 
L0m-8CBr: o1 e-27 o-24 o56 e50 
L0m-4CA: o1 e-27 o-24 o59 o12 
L0m5CAr: o1 e-27 o-24 o59 o14 
L0m-9CB: o1 e-27 o-24 o59 o38 
L0m-8CDr: o1 e-27 e-29 o14 o0 
L0m-23CAr: o1 e-27 e-29 o17 e-58 
L0m-22CDr: o1 e-27 e-29 o17 e-60 
L0m-9CCr: o1 e-27 e-29 o21 o0 
L0m-10CE: o1 e-27 e-29 o22 o-23 
L-4m8CE: o1 e-27 o31 o-28 o0 
L-10m3CD: o1 e-27 o50 e-37 e-25 
L-6m-1CCr: o1 e-27 o55 o9999 o37 
L-6m-5CGr: o1 e-27 o55 e60 o19 
L-6m-27CEr: o1 e-27 o57 e-9 o51 
L-6m-25CAr: o1 e-27 o57 e-15 e-7 
L-6m-11CAr: o1 e-27 o57 o21 e-45 
L-6m-20CC: o1 e-27 o57 o26 o9999 
L3m-18CA: o1 o-28 o-2 o32 o9999 
L3m-19CAr: o1 o-28 o-2 o32 o6 
L3m-26CA: o1 o-28 o-2 o32 o15 
L3m-21CAr: o1 o-28 o-2 o32 o20 
R-7m-24CA: o1 o-28 e-7 e9999 e58 
R-7m-23CD: o1 o-28 e-7 e9999 e60 
R14m21CAr: o5 o0 o39 o-56 e9999 
R14m15CB: o5 o0 o39 o-56 e5 
R5m22CE: o5 o0 e-41 o-22 o-8 
L12m14CC: e5 e0 e43 e1 o-21 
L-21m5CCr: e5 e3 e28 o-21 e0 
L-8m-11CB: o5 o3 e-33 o32 o-20 
L-8m-14CBr: o5 o3 e-33 o32 e-21 
L-8m-3CD: o5 o3 e-33 o32 e-31 
L-8m-14CG: o5 o3 e-33 o32 o-36 
L6m6CBr: e5 e3 e43 e1 e20 
L6m3CB: e5 e3 e43 e1 e21 
L6m14CDr: e5 e3 e43 e1 e31 
L6m3CGr: e5 e3 e43 e1 e36 
R10m-34CFr: o5 o3 o45 o-12 o-20 
R10m-18CC: o5 o3 o45 o-12 o-30 
R10m-25CAr: o5 o3 o45 o16 e21 
R10m-7CD: o5 o3 o49 e-7 e-23 
R10m-8CFr: o5 o3 o49 o-8 e-39 
R10m-9CEr: o5 o3 o49 e-13 e-30 
R10m-3CD: o5 o3 o49 e-15 o1 
R10m-14CFr: o5 o3 o49 e-15 e-30 
R10m-5CCr: o5 o3 o49 o-30 o9 
R-41m-11CB: o5 e-7 o9999 o21 o-2 
R-7m2CBr: e5 o-7 e10 e46 e-9999 
R-4m-7CB: e5 o-7 e-18 e9999 e9 
L-20m-4CDr: o5 e-7 o19 o32 o15 
L-20m1CEr: o5 e-7 o19 o32 e-21 
R-16m-8CDr: o5 e-7 e-21 o4 o9999 
L-15m-11CB: e5 o-7 e32 e5 e-2 
R0m-21CAr: o5 e-7 e-33 o-32 o-9999 
R0m-22CA: o5 e-7 e-33 o-32 o-6 
R0m-29CAr: o5 e-7 e-33 o-32 e-15 
R0m-24CA: o5 e-7 e-33 o-32 o-20 
L-15m-7CCr: o5 e-7 o35 e-5 e-5 
R-13m-12CBr: e5 o-7 e35 e-39 o-43 
L-20m-11CB: o5 e-7 o36 o32 o-2 
R-5m-18CA: o5 o-10 e-3 e-43 e-17 
L-3m-24CA: o5 o-10 o5 o32 o9999 
L-3m-25CAr: o5 o-10 o5 o32 o6 
L-3m-32CA: o5 o-10 o5 o32 o15 
L-3m-27CAr: o5 o-10 o5 o32 o20 
L-14m-2CG: o5 o-10 o21 o32 o0 
R1m2CBr: o5 o-10 o32 e3 o-4 
R1m-5CAr: o5 o-10 o32 e3 o15 
R-12m-7CF: o5 e-19 e-5 o-32 o-12 
R-13m-7CF: o5 e-19 o8 e-27 e-1 
L-45m-7CF: o5 e-19 o8 o-38 e-29 
R-14m-7CF: o5 e-19 o8 e-2 o16 
R-19m-11CGr: o5 e-19 e-19 o3 o0 
R-9m-22CC: o5 e-19 e-19 o17 o-21 
R-9m-19CCr: o5 e-19 e-19 o24 o-9999 
R-9m-26CE: o5 e-19 e-19 o38 e-46 
R-9m-30CBr: o5 e-19 e-19 o40 e-21 
R-9m-20CBr: o5 e-19 e-19 o43 o50 
R-23m-11CGr: o5 e-19 e-21 o-32 o3 
R-3m-14CDr: o5 e-19 o29 e9999 o1 
R-3m-41CCr: o5 e-19 o29 e35 o-24 
R-3m-27CD: o5 e-19 o29 e40 o-9999 
L-2m10CC: o5 e-27 e-23 o1 o8 
L-2m-7CCr: o5 e-27 e-23 o1 o48 
L-2m2CFr: o5 e-27 e-23 o1 o56 
L-2m-4CC: o5 e-27 e-23 e-1 o-9999 
L-2m3CCr: o5 e-27 e-23 o5 o9999 
L-2m-5CAr: o5 e-27 e-23 o5 o50 
L-2m-5CCr: o5 e-27 e-23 o5 o59 
L-2m-2CBr: o5 e-27 o-24 o25 o0 
L-2m-1CCr: o5 e-27 o-24 o25 o-2 
L-2m5CCr: o5 e-27 o-24 o25 e-4 
L-2m-13CCr: o5 e-27 o-24 o33 o-7 
L-2m-3CAr: o5 e-27 o-24 o34 e-7 
L-2m3CEr: o5 e-27 o-24 o38 o6 
L-2m-11CEr: o5 e-27 o-24 o38 o19 
L-2m-1CEr: o5 e-27 o-24 o41 o-9999 
L-2m0CDr: o5 e-27 o-24 o41 o21 
L-2m3CD: o5 e-27 o-24 o50 o9 
L-2m-4CDr: o5 e-27 o-24 o50 o40 
L-2m-1CB: o5 e-27 o-24 o56 e-9999 
L-2m1CB: o5 e-27 o-24 o56 o30 
L-2m-10CBr: o5 e-27 o-24 o56 e50 
L-2m-6CA: o5 e-27 o-24 o59 o12 
L-2m3CAr: o5 e-27 o-24 o59 o14 
L-2m-11CB: o5 e-27 o-24 o59 o38 
L-2m-10CDr: o5 e-27 e-29 o14 o0 
L-2m-25CAr: o5 e-27 e-29 o17 e-58 
L-2m-24CDr: o5 e-27 e-29 o17 e-60 
L-2m-11CCr: o5 e-27 e-29 o21 o0 
L-2m-12CE: o5 e-27 e-29 o22 o-23 
L-6m6CE: o5 e-27 o31 o-28 o0 
L-12m1CD: o5 e-27 o50 e-37 e-25 
L-8m-3CCr: o5 e-27 o55 o9999 o37 
L-8m-7CGr: o5 e-27 o55 e60 o19 
L-8m-29CEr: o5 e-27 o57 e-9 o51 
L-8m-27CAr: o5 e-27 o57 e-15 e-7 
L-8m-13CAr: o5 e-27 o57 o21 e-45 
L-8m-22CC: o5 e-27 o57 o26 o9999 
L1m-20CA: o5 o-28 o-2 o32 o9999 
L1m-21CAr: o5 o-28 o-2 o32 o6 
L1m-28CA: o5 o-28 o-2 o32 o15 
L1m-23CAr: o5 o-28 o-2 o32 o20 
R-9m-26CA: o5 o-28 e-7 e9999 e58 
R-9m-25CD: o5 o-28 e-7 e9999 e60 
L-14m7CF: o12 o5 o-36 o4 o0 
R-15m-13CCr: o12 o11 e9999 e49 o9999 
R-15m-19CCr: o12 o11 e9999 e49 o46 
L9m-18CC: o12 o11 o45 e-5 o0 
L9m-23CCr: e12 e11 o-2 e41 e-11 
L-30m-13CD: o12 o11 o-11 e-32 o0 
R-8m-26CC: o12 o11 e-16 o4 e9999 
L-13m0CC: e12 e11 o-18 e32 o-21 
R-32m-16CC: e12 e12 e-14 e26 e9999 
R-5m-20CE: e12 e12 o-15 e31 e-9999 
R-5m-34CBr: e12 e12 o-15 e35 e20 
R-5m-37CB: e12 e12 o-15 e35 e21 
R-5m-12CA: e12 e12 o-15 e58 o58 
R-5m-11CD: e12 e12 o-15 e58 o60 
R-24m-20CA: o12 o12 o-16 e-21 o0 
R-24m-35CCr: o12 o12 o-16 e-21 o16 
R-34m-28CDr: o12 o12 o-20 o27 o9999 
L-12m13CEr: o12 o13 o-9999 o-51 e9999 
L-12m-1CD: o12 o13 o-9999 o-51 o7 
L-12m0CC: o12 o13 o-9999 o-51 o-43 
R-7m-10CC: e12 e15 e9 o-15 e7 
R-39m0CE: o12 o15 o11 e-9 o-4 
R-39m2CBr: o12 o15 o11 e-9 o53 
R-32m0CE: o12 o15 o11 e0 o-4 
R-32m2CBr: o12 o15 o11 e0 o53 
L-30m0CE: o12 o15 o11 o-35 o-4 
L-30m2CBr: o12 o15 o11 o-35 o53 
L-15m2CBr: o12 o15 o24 o-13 o26 
L2m-20CFr: e12 e15 e40 o-50 e40 
L-11m0CE: o12 o15 o54 o53 o-9999 
L-11m-22CA: o12 o15 o54 o53 o37 
R-13m0CE: e12 e15 e54 e59 e-9999 
R-13m-1CD: e12 e15 e54 e59 e27 
R-8m-16CG: o12 o28 o-10 o19 e4 
R-8m-5CD: o12 o28 o-10 o29 o-9999 
R-8m-20CA: o12 o28 o-10 o29 o34 
R-8m-15CAr: o12 o28 o-10 o31 o3 
R-8m-21CAr: o12 o28 o-10 o39 o-9 
R-8m-15CGr: o12 o28 o-10 o39 e-10 
R-8m-16CC: o12 o28 o-10 e32 e41 
R-8m-7CCr: o12 o28 o-22 o-25 o39 
R-8m13CB: o12 o28 o-22 e-56 o0 
R-8m11CGr: o12 o28 e-31 o0 e26 
R-8m12CBr: o12 o28 e-12 o27 o0 
R-23m-14CA: e12 e40 e47 o-59 o-25 
L-6m-16CA: o12 o56 e17 o-20 o-16 
R-1m-23CCr: o17 e-9999 o-9999 o0 e-22 
R-1m-10CBr: o17 e-9999 o-9999 o0 o-29 
L-13m-1CCr: o17 e-9999 o19 o-34 o-9999 
R-15m-9CCr: o17 e-9999 e26 o9999 o-48 
R-15m-12CC: o17 e-9999 e26 o0 e-11 
R-15m-18CFr: o17 e-9999 e26 o0 o-18 
R-3m-1CCr: e17 e0 e-9999 o-1 e21 
L-18m-11CB: o17 o2 o-9999 o32 o-2 
L-18m-4CC: o17 o2 o-9999 o32 o-24 
L-13m-11CB: o17 o2 o23 o-14 o-2 
L-13m-4CC: o17 o2 o23 o-14 o-24 
L-14m-12CC: e17 o-3 e9999 e1 o-21 
R-19m-21CCr: e17 o-7 o-29 e1 e-3 
L-2m-17CEr: e17 e46 e4 e43 e9999 
R-23m-10CDr: o17 e3 e-21 o37 o1 
R-23m-26CFr: o17 e3 e-21 o37 o-44 
R-23m-27CAr: o17 e3 e-21 o37 e-47 
R-21m-26CC: o17 e10 o-9999 o2 o22 
R-26m-26CE: o17 e10 e21 o-9999 o59 
L-9m3CAr: e17 o14 e-9999 e5 e2 
L-9m12CE: e17 o14 e-9999 e5 o-25 
L-13m-3CGr: e17 o34 o-1 o38 e-9999 
L-13m-2CA: e17 o34 o-1 o44 e-9999 
R-29m-1CEr: o17 e34 o31 e-10 o9999 
R-29m-5CB: o17 e34 o31 e-10 e16 
R-29m-3CF: o17 e34 o31 e-10 e36 
L-27m-1CEr: o17 e34 e3 o0 e9999 
L-30m-1CEr: e17 o40 o8 e-9999 e54 
R-25m-1CEr: o17 e44 o9999 o-32 e5 
L-39m-1CEr: o17 e44 o-9999 e8 e4 
R-16m-2CDr: e17 o44 e-18 e11 o-15 
R-16m-4CBr: e17 o44 e-18 e11 e-46 
L-46m-6CE: o17 e44 e-21 o-4 o47 
L-46m-13CF: o17 e44 e-21 e-5 e5 
L-46m-8CC: o17 e44 e-21 e2 o3 
L-31m-1CEr: e17 o44 e-46 e-26 o9999 
L-17m-22CDr: e17 o56 e4 e-2 o-29 
L2m-2CA: o17 e57 o-14 e45 e58 
L2m-1CD: o17 e57 o-14 e45 e60 
L-34m-1CEr: o17 e57 o-16 o-5 o0 
R-29m-10CE: o17 e57 e-6 o-32 e-36 
R-29m-13CB: o17 e57 e-6 o-32 o-41 
R-29m-3CCr: o17 e57 e-6 o-32 o-45 
R-30m-1CEr: o17 e57 e-8 o9999 e-4 
R-30m-16CBr: o17 e57 e-8 o9999 o-11 
R-30m-19CF: o17 e57 e-8 e-20 o54 
R-30m-3CD: o17 e57 e-8 o-25 o2 
R-30m-3CCr: o17 e57 e-8 e-26 e3 
R-30m-9CEr: o17 e57 e-8 e-26 e-8 
R-30m-5CGr: o17 e57 e-8 e-26 e12 
R-30m-21CAr: o17 e57 e-8 e-32 o-9999 
R-30m-22CA: o17 e57 e-8 e-32 o-6 
R-30m-29CAr: o17 e57 e-8 e-32 e-15 
R-30m-24CA: o17 e57 e-8 e-32 o-20 
R-30m-27CF: o17 e57 e-8 o-43 o13 
R-34m-1CEr: o17 e57 e9 e-58 o1 
R-18m-6CBr: e21 e0 e-14 e0 e3 
R-18m-8CA: e21 e0 e-14 e0 o-41 
R-17m1CCr: e21 e0 e-32 o-34 e2 
R-45m-34CC: e21 e-4 e-19 o48 e-25 
R-7m-24CC: o21 e-5 e-7 o-9999 o22 
R-7m-39CCr: o21 e-5 e-7 o17 e37 
R-7m-18CFr: o21 e-5 e-7 o29 o0 
R-7m-4CBr: o21 e-5 e-7 o58 o39 
R14m-1CCr: e21 o-5 e-8 e16 e2 
R-7m12CDr: o21 e-5 e0 o-32 o9999 
R-7m5CCr: o21 e-5 e0 o-32 o2 
L-18m-17CGr: o21 e-5 e20 o60 e41 
L-18m-24CA: o21 e-5 e20 o60 e52 
R-20m-7CB: e21 o-9 o-37 e-9999 o9999 
L-21m-6CFr: o21 e-9 o-46 e-9999 o-9999 
L-21m-17CCr: o21 e-9 o-46 o-8 o-12 
L-21m-10CBr: o21 e-9 o-46 o-22 o-20 
L-21m-10CDr: o21 e-9 o-46 e-49 o3 
R-56m-8CFr: o21 e-9 o-51 o16 e-9999 
L1m0CDr: o21 e-11 e-13 e-19 o44 
R-22m-16CC: e21 o-11 o-13 e-38 e-9999 
L-6m-28CE: o21 e-11 e-19 o-52 o-9999 
L-6m-42CG: o21 e-11 e-19 o-52 o36 
L-6m-35CB: o21 e-11 e-19 o-52 o50 
L-6m-41CB: o21 e-11 e-19 o-52 o-3 
L-6m-29CF: o21 e-11 e-19 o-52 o-15 
L-6m-27CCr: o21 e-11 e-19 o-52 o-31 
L-6m-44CA: o21 e-11 e-19 o-52 e38 
L-6m-20CE: o21 e-11 e-19 e-53 e-9 
R-24m-17CCr: o21 e-49 o2 e-5 e-45 
R-24m-14CBr: o21 e-49 o2 e-5 o-58 
L-11m-3CEr: e21 o-49 e3 e37 o2 
L-4m-18CE: o21 e-49 o4 e-53 e-9 
L-4m-14CC: o21 e-49 o4 e-53 o-20 
L-11m-32CA: o21 e-49 o-6 o32 o9999 
L-11m-33CAr: o21 e-49 o-6 o32 o6 
L-11m-40CA: o21 e-49 o-6 o32 o15 
L-11m-35CAr: o21 e-49 o-6 o32 o20 
R-3m4CDr: o22 e-1 o0 o21 o-9999 
R-6m-14CE: o22 e-1 o2 o9 o-9999 
R-12m3CGr: o22 o2 o29 e-8 e-43 
L-10m8CFr: o22 o2 o39 e-37 o43 
R-11m-18CC: o22 o2 o55 o-40 e22 
R-26m2CA: e22 e8 e24 e-38 e9999 
R-26m-1CAr: e22 e8 e24 e-38 e0 
R-14m-13CF: e22 e8 e55 e-9999 e-9999 
R-14m13CCr: e22 e8 e55 o-43 o-27 
L-11m-9CB: o22 o8 o56 e37 e6 
L2m-16CE: o22 o-14 o7 o10 e7 
L17m2CC: e22 e-18 e-9999 e-16 e-2 
R-19m-8CG: o22 o-18 o1 e-3 o9999 
L-2m-19CCr: o22 o-18 o1 o26 o2 
R-2m-3CGr: e22 e-18 o-9 e-8 e-9999 
R-2m-24CDr: e22 e-18 o-9 e-16 e36 
R-26m-6CA: e22 e-22 o6 e26 e-9999 
L-11m-23CF: e22 e-22 o21 e-51 e9999 
R-18m-14CE: o22 e-23 o26 e-35 o43 
L-30m-28CDr: o22 o-26 o-6 e1 o-8 
L-38m-5CB: o22 o-26 o-6 e2 e-1 
R-17m-21CF: e22 e-26 e8 e-2 e0 
R-17m-23CCr: e22 e-26 e8 e9 e-22 
R-17m-9CCr: e22 e-26 e8 e10 e3 
R-17m-16CFr: e22 e-26 e8 e35 e24 
R-17m6CG: e22 e-26 e8 o-57 e-9999 
R-17m3CF: e22 e-26 e8 o-57 e0 
R-17m-22CDr: e22 e-26 e8 o-22 e9999 
L-20m-16CDr: o22 o-26 o9 e-1 o-24 
L-21m-29CAr: o22 o-26 o-10 o0 e-1 
L-21m-9CAr: o22 o-26 o-10 o0 e-49 
L-21m-21CCr: o22 o-26 o-10 e-1 o-40 
L-21m-16CC: o22 o-26 o-10 o4 o3 
L-21m-3CB: o22 o-26 o-10 o-6 e-45 
L-21m-15CGr: o22 o-26 o-10 e-7 o23 
L-21m-24CFr: o22 o-26 o-10 e5 e9999 
L-21m-28CDr: o22 o-26 o-10 e5 e43 
L-21m-14CFr: o22 o-26 o-10 e13 o0 
L-21m-30CFr: o22 o-26 o-10 o-15 e1 
L-21m-27CCr: o22 o-26 o-10 o-15 o-29 
L-21m-33CAr: o22 o-26 o-10 o-17 o9999 
L-21m-26CDr: o22 o-26 o-10 e-22 e0 
L-21m-38CDr: o22 o-26 o-10 e-26 e-9999 
L-21m-37CD: o22 o-26 o-10 e-28 e9999 
R-1m-7CB: e22 e-26 e11 e-20 e-60 
R-31m-16CE: o22 o-26 o14 e26 e-9999 
R-21m-20CC: o22 o-26 o-18 e-25 o3 
R-10m-7CD: e22 e-26 e-30 e-6 e-9999 
R-16m-35CCr: e22 e-26 e31 o5 e-9999 
R-16m-16CBr: e22 e-26 e31 o5 e12 
R-16m-21CD: e22 e-26 e31 o5 e28 
L-4m-25CGr: e22 e-26 e51 e9999 e23 
L-4m-35CCr: e22 e-26 e51 e9999 e28 
L1m-24CE: e22 o-33 e18 e-26 e-14 
L-14m-3CB: e22 o-33 e30 o-4 e-20 
L-14m-6CBr: e22 o-33 e30 o-4 o-21 
L-14m5CD: e22 o-33 e30 o-4 o-31 
L-14m-6CG: e22 o-33 e30 o-4 e-36 
L-13m-3CB: e22 o-33 e32 o-15 e-20 
L-13m-6CBr: e22 o-33 e32 o-15 o-21 
L-13m5CD: e22 o-33 e32 o-15 o-31 
L-13m-6CG: e22 o-33 e32 o-15 e-36 
R-22m-3CB: e22 o-33 e38 o-7 e-20 
R-22m-6CBr: e22 o-33 e38 o-7 o-21 
R-22m5CD: e22 o-33 e38 o-7 o-31 
R-22m-6CG: e22 o-33 e38 o-7 e-36 
L-24m-20CBr: o22 e-33 o47 o9 o11 
L-24m-27CGr: o22 e-33 o47 o9 e46 
L-24m-33CAr: o22 e-33 o47 o26 o18 
L-24m-36CBr: o22 e-33 o47 o29 e-1 
L-24m-19CCr: o22 e-33 o47 o-7 e-35 
L-24m-18CE: o22 e-33 o47 e-8 e-31 
L-24m-12CDr: o22 e-33 o47 e-8 e-50 
L-24m-19CD: o22 e-33 o47 e14 e-52 
R-6m-3CB: e22 o-33 e50 o51 e-20 
R-6m-6CBr: e22 o-33 e50 o51 o-21 
R-6m5CD: e22 o-33 e50 o51 o-31 
R-6m-6CG: e22 o-33 e50 o51 e-36 
L-8m15CD: o22 e-37 o-9999 e-3 e-10 
L-8m4CG: o22 e-37 o10 o9 o9999 
L-8m3CCr: o22 e-37 o10 o14 o-3 
L-8m-13CF: o22 e-37 o10 o25 o5 
L-8m-14CC: o22 e-37 o10 o25 o18 
L-8m-7CCr: o22 e-37 o10 o37 o9999 
L-8m-4CC: o22 e-37 o10 o37 o30 
L-8m-1CEr: o22 e-37 o10 o37 o38 
L-8m-6CA: o22 e-37 o10 o37 o42 
L-8m-6CC: o22 e-37 o10 o37 o49 
L-8m-10CBr: o22 e-37 o-10 o1 o44 
L-8m-9CGr: o22 e-37 o-10 o1 e29 
L-8m-3CEr: o22 e-37 o-10 o4 e51 
L-8m-5CGr: o22 e-37 o-10 e0 o0 
L-8m-19CCr: o22 e-37 o13 o-10 o-56 
L-8m-27CGr: o22 e-37 o13 e-15 o-4 
L-8m-21CCr: o22 e-37 o13 o23 e2 
L-8m-12CE: o22 e-37 o13 o-32 e11 
L-8m-24CG: o22 e-37 o13 o-1 e-49 
L-8m-34CFr: o22 e-37 o13 o-11 e-42 
L-8m-15CF: o22 e-37 o13 e14 o-2 
L-8m-24CC: o22 e-37 o13 e14 o-18 
L-8m-18CBr: o22 e-37 o13 e24 o32 
L-8m-25CCr: o22 e-37 o13 e29 o-40 
L-8m4CA: o22 e-37 o13 e34 e-25 
L-8m1CB: o22 e-37 o13 e34 o47 
L-8m0CFr: o22 e-37 o13 e34 e20 
L-8m-15CGr: o22 e-37 o13 e50 o-4 
L-8m10CC: o22 e-37 o16 e-15 o20 
L-8m-12CBr: o22 e-37 o16 e18 o-9999 
L-8m-17CAr: o22 e-37 e-19 o9999 o55 
L-8m-1CB: o22 e-37 e-19 e-29 o0 
L-8m-7CD: o22 e-37 e-19 e-29 o47 
L-8m-5CEr: o22 e-37 e-19 o-29 o1 
L-8m5CAr: o22 e-37 e-19 e33 o8 
L-8m-10CC: o22 e-37 e-29 o-12 o14 
L-8m-17CD: o22 e-37 e-29 e18 o-9999 
L-8m-12CC: o22 e-37 o32 e-49 e43 
L-8m-11CEr: o22 e-37 o35 e-9999 e-34 
L-8m-5CAr: o22 e-37 o35 e-1 o3 
L-8m-4CFr: o22 e-37 o35 e-1 o-5 
L-8m-13CCr: o22 e-37 o35 e-19 o-36 
L-8m-22CDr: o22 e-37 o35 o28 o38 
L-8m-9CB: o22 e-37 o35 e0 o8 
L-8m-5CB: o22 e-37 o35 o-1 e-30 
L-8m-7CEr: o22 e-37 e-35 e8 e-36 
L-8m-21CGr: o22 e-37 o-36 o9999 o-4 
L-8m-24CFr: o22 e-37 o-36 o-4 o0 
L-8m-15CB: o22 e-37 o40 o9999 o43 
L-8m-11CAr: o22 e-37 o40 o0 o25 
L-8m-26CBr: o22 e-37 o41 e-16 o2 
L-8m-12CG: o22 e-37 o41 e-16 o6 
L-8m-18CC: o22 e-37 o41 e-16 o-16 
L-8m-12CDr: o22 e-37 o41 e-16 o34 
L-8m-9CCr: o22 e-37 o41 o-37 o-9999 
L-8m-6CDr: o22 e-37 o41 o-51 o25 
L-8m9CB: o22 e-37 o41 e-56 e0 
L-8m1CAr: o22 e-37 o45 o4 o0 
L-8m-10CE: o22 e-37 o45 o-6 o9999 
L-8m-1CF: o22 e-37 o45 e-9 o3 
L-8m4CDr: o22 e-37 o45 e-9 o43 
L-8m-8CG: o22 e-37 o45 e-9 e6 
L-8m2CDr: o22 e-37 o45 e-15 o-9999 
L-8m8CA: o22 e-37 o45 o34 o18 
L-8m10CA: o22 e-37 o46 o11 o9999 
L-8m7CAr: o22 e-37 o46 o11 o0 
L-8m12CG: o22 e-37 o46 e2 e-15 
L-8m8CC: o22 e-37 o46 e2 o-40 
L-8m1CF: o22 e-37 o46 e-14 o-5 
L-8m-18CDr: o22 e-37 o48 o-9999 o4 
L-8m0CBr: o22 e-37 o48 o-38 o-12 
R-5m-4CC: e22 e-38 e6 e-27 e7 
R-5m-11CGr: e22 e-38 e6 e-27 e-16 
R-5m-16CBr: e22 e-38 e6 e-27 e20 
R-5m-9CCr: e22 e-38 e6 e-27 e-22 
R-5m-10CBr: e22 e-38 e6 e-27 e32 
L-14m7CCr: o22 o-40 e2 e-54 e-35 
L-29m7CAr: o22 o-40 e-6 e-27 e5 
L-29m12CG: o22 o-40 e-6 e-27 e-8 
L5m16CG: e22 e-42 e1 e56 e-30 
L-5m-6CFr: e22 e-42 o-2 o-1 e2 
L-5m-8CDr: e22 e-42 o-2 e4 e0 
